drug	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
MK-5108	14.1287906249832	-0.9310091271590943	14.1287906249832	0.0050983857760242834	0.46851339674462583	461.94600000000025	440.77800000000025	461.097618432	162	0	0.3095320420764141	-0.48730298235856717	0.48730298235856717	0.3095320420764141	1.2903225806451613	2.064516129032258	2.774193548387097	1.433776680617983	1055.9145077374674	21.846724214874865	16.55400093254929	18.12642645949547	14.949127406757752	9.916444858589868	11.174062142853993	7.607845080823094	8.909611326002109	5.546802707628746	6.527241155848973	3.871680175257251	4.573376150177695	-2.7099999999999995	13945519.428938461	21.519337282410824	9.195599892276855	4.965217686003324	187.62692142073575	15.160178952647087	5.817862777835028	16.698291154169134	0.0	0.0	5.969305287951849	4.794537184071822	14.358372089569237	0.0	11.336785877934737	23.733674027155736	49.94875476555049	23.691655959853463	16.54159017088641	19.028342580387395	39.85645231379346	0.0	9.967957041894417	5.41499046939678	38.20807450237835	5.316788604006331	64.50889090248432	0.0	5.749511833283905	10.05365155780638	15.33983630534918	5.749511833283905	22.937725768167255	27.147756112435275	11.21535880699783	11.232211310442676	31.3772144865525	47.975108752848655	5.022633313741326	0.0	0.0	84.34	17.201516598394523	14.291479626587348	0.0	16.876111534773536	43.615898887313534	5.131558479839333	23.469520014857956	12.263210640074686	23.579163975850747	15.284745645900749	16.337802844032566	19.91304335067518	7.2788338182287395	20.967064777368396	15.736393761292605	-0.23266641761328222	-0.7107883299347726	10.132913937525377	3.6096495469022005	0.0	0.0	0.3181818181818182	31	2	6	1	0	1	1	2	3	6	2	9	7	1	0	1	4	5.709300000000003	117.70050000000005	1	0	0	0	0	2	0	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
MK-8669	14.484260020097292	-2.7897342026409264	14.484260020097292	0.011682223428360006	0.1035033946599854	990.222	905.5499999999996	989.562942998	390	0	0.32866280530969866	-0.4600915621870062	0.4600915621870062	0.32866280530969866	0.855072463768116	1.565217391304348	2.217391304347826	1.7034566240339282	1940.3953273371296	51.379375451835415	43.427227406783786	44.3216545977837	32.434034735925245	25.161099168458133	27.68025029379818	20.919281106707988	23.634191493566227	14.842501487102268	15.62099212743046	10.546082064541372	11.439371122187756	-3.1399999999999992	226227587393282.56	58.43076580726455	26.52477137690343	16.178946648172918	411.14795744367535	43.32102645124395	30.136984938757806	13.152072476808538	5.7871111525705965	11.690424675716445	5.969305287951849	23.743197021218617	4.794537184071822	0.0	0.0	71.0748066394564	106.95561782726408	71.79916162254644	24.41586555099321	66.95885092568392	36.59504738684177	0.0	4.899909730850478	35.507436276968356	180.07273656890322	41.20380023821025	47.60232970114182	0.0	0.0	0.0	0.0	0.0	7.368827530443599	140.09970131109696	56.7457961360025	35.507436276968356	125.51601987294649	47.60232970114182	0.0	0.0	0.0	201.49999999999994	85.13105955305613	38.75078899497185	0.0	60.914540458475244	63.36049913640336	11.993926152995277	12.009707272128011	54.39647799692588	58.0750493329319	0.0	28.208061930712063	48.20753978167581	0.0	72.22095813956372	23.46610121756722	1.2547395523026748	-8.109954608894247	-1.1567243422493385	11.363827416310986	15.88362577434588	1.7587759582661815	0.7547169811320755	69	2	15	1	3	4	0	0	0	14	2	16	8	1	2	3	4	7.742600000000009	263.4580999999992	0	2	1	0	0	0	0	0	0	0	5	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	3	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MK-8776	6.294704349332326	0.3630308851935834	6.294704349332326	0.3630308851935834	0.7140984069156686	376.26200000000017	358.1180000000001	375.0807056760001	120	0	0.16516128036097263	-0.3825821331084429	0.3825821331084429	0.16516128036097263	1.3478260869565217	2.217391304347826	2.9130434782608696	1.8923541576709952	860.2080480849402	15.97432701575866	12.82921092120334	14.415207460318044	11.147867045540842	7.672198727334311	8.465196996891663	5.9358770713131905	6.728875340870543	4.347591218420845	5.160068590170677	3.1328864702081995	3.71324628872852	-1.93	360410.9291027734	14.648970351845616	5.60991749247086	2.417066071883482	141.56276272714453	11.050456081168516	5.817862777835028	5.647177220767728	0.0	0.0	0.0	4.681802935145185	4.9839785209472085	14.712761510217698	0.0	0.0	35.31634354971394	36.83408098975822	22.560334653907027	0.0	27.3949838965521	0.0	29.695331570316423	7.04767198267719	18.75954929201341	18.823180288987334	28.757178225520104	0.0	11.126902983393991	11.050456081168516	5.817862777835028	0.0	15.929943897949348	37.468055778135245	7.04767198267719	0.0	24.453477286861872	23.063250230671642	0.0	16.77408020416172	0.0	86.06	0.0	0.0	0.0	0.0	11.735768823996422	52.871883772519766	0.0	15.394044400373884	19.441359125903343	31.444096118557756	10.717645998109393	4.3043187025983745	3.613896053791887	4.901403533635676	12.064533067091238	10.015883986310575	0.9516547514067356	0.0	7.8390389074209414	1.9970626329171604	1.8955416981607458	0.4	23	3	7	0	1	1	0	3	3	7	2	8	2	0	1	1	4	1.9414999999999998	92.14610000000002	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRK-003	13.052592406715341	-4.6086391930893775	13.052592406715341	0.07613282337218186	0.5592061457538589	551.5970000000002	520.3490000000003	551.2041175520001	206	0	0.40197712558033794	-0.2996438180518531	0.40197712558033794	0.2996438180518531	0.972972972972973	1.6216216216216217	2.2432432432432434	1.2582119100152667	1144.0616276874123	26.639617433688308	20.2839356470159	21.100432227943628	17.250716662435213	12.6830832525575	14.123146581358139	10.957162701723098	12.627817306105657	8.660475418007497	10.236503806134719	6.748977511129869	8.456144096907465	-1.63	119830317.83668725	26.956487043941824	9.530694114725918	5.575412369805325	212.6112709913471	0.0	6.544756405912575	0.0	0.0	10.209329170397666	12.35259703488695	4.899909730850478	0.0	43.787598126126184	0.0	30.351141419052592	80.14060911679499	13.08951281182515	11.456831298544738	34.76028727037786	16.285349277231546	0.0	13.9272205865988	17.75371813848418	56.416452024826356	32.72378202956288	40.9654757873097	0.0	0.0	4.722094864452088	26.34249028604892	0.0	0.0	68.23822702330882	23.050972416249685	17.75371813848418	42.37364096679502	24.27512131221871	0.0	6.076020106833881	0.0	52.650000000000006	40.56351390974193	34.76028727037786	0.0	31.22221174408738	36.78112845488598	29.531997720943004	0.0	0.0	35.25105114990307	4.722094864452088	0.0	106.23637206767003	0.0	2.003773516794489	0.0	2.210939088837199	-1.3939675692656028	6.021707019540037	-1.9169740414576908	-0.27997891036683464	-4.215204505084942	0.68	37	1	5	2	2	4	1	0	1	3	1	12	4	1	2	3	5	4.550000000000004	126.73150000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXALIPLATIN	9.099537037037038	-1.8240740740740737	9.099537037037038	0.0	0.4019577089412108	399.304	383.17599999999993	399.07470093218	90	0	2.0	-0.4728148209556821	2.0	0.4728148209556821	0.9333333333333333	1.2	1.3333333333333333	0.0	190.81835015416888	11.137828201504695	8.164979739449175	10.437187794541293	6.447264862732147	4.421958466891547	4.421958466891547	3.2224714002349533	3.2224714002349533	2.057812021468411	2.057812021468411	1.1882320055112356	1.1882320055112356	-0.4516883116883117	864.4997417727726	16.959473294699688	8.824483560509332	8.536836805481366	102.27322701889209	21.68038974400578	0.0	0.0	0.0	0.0	33.00387763727482	0.0	9.589074368143644	0.0	0.0	12.841643245852019	12.841643245852019	12.083681658295921	0.0	40.86739621919618	11.938610575903699	0.0	0.0	11.46733495432437	37.76696814999996	0.0	0.0	0.0	0.0	11.46733495432437	0.0	0.0	0.0	34.235347023881026	30.654341429514766	0.0	25.683286491704038	0.0	0.0	0.0	0.0	126.64	11.938610575903699	0.0	0.0	33.14894871966704	0.0	12.841643245852019	12.841643245852019	0.0	0.0	0.0	31.26946411214942	0.0	0.0	18.199074074074076	14.782407407407407	11.306481481481482	-3.6481481481481475	0.5624999999999996	4.797685185185186	0.0	0.0	0.75	15	6	6	1	0	1	0	0	0	4	4	7	0	1	0	1	1	-0.6318999999999979	49.69040000000001	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACLITAXEL	15.483795019660388	-2.390958146825491	15.483795019660388	0.0028853439807066117	0.12978619445124503	853.9180000000001	802.5099999999998	853.3309553119999	328	0	0.338014232853755	-0.4557369238936237	0.4557369238936237	0.338014232853755	0.8225806451612904	1.403225806451613	1.9516129032258065	1.3874476640402014	2280.346269552866	44.940217863079994	35.23274851652341	35.23274851652341	29.272289927176118	20.472849958329043	20.472849958329043	17.354040301246414	17.354040301246414	13.479855154842259	13.479855154842259	10.182540514539145	10.182540514539145	-5.739999999999998	19536342594936.66	44.320357645507805	16.512845507693868	7.294407711419631	357.88540739081833	44.32068555752869	23.912949974228596	23.592228532845233	0.0	5.907179729351506	23.877221151807397	19.178148736287287	9.589074368143644	0.0	0.0	80.57751215245895	54.82260322506321	37.66755960632704	35.649037188664344	67.77112005795328	35.56764582752384	0.0	5.316788604006331	16.747886984954953	108.25180722160088	6.606881964512918	118.83206956215372	0.0	0.0	5.316788604006331	0.0	0.0	0.0	105.32000992501608	42.86246350528753	16.747886984954953	86.70533611637835	102.14171508706272	0.0	0.0	0.0	221.29	112.60409521300997	39.292268104881224	4.794537184071822	35.30081563097145	5.563451491696996	13.847474399381248	25.980208536304467	92.71024628938218	0.0	5.316788604006331	23.684314769000245	30.27238288139994	0.0	83.45331184567333	40.233952430571534	-7.01908503282536	-6.841158827712649	22.937711636968977	-10.511556872841574	7.974441938765803	0.0	0.44680851063829785	62	4	15	3	1	4	3	0	3	14	4	15	10	2	1	3	7	3.735700000000003	217.69009999999938	0	3	2	0	0	0	0	0	0	0	6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	5	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD325901	14.16882046106117	-1.369451005710926	14.16882046106117	0.15223417108451343	0.35996032896912883	482.196	468.08400000000006	481.995039588	140	0	0.27656236395763595	-0.3935912352399855	0.3935912352399855	0.27656236395763595	1.1923076923076923	1.9230769230769231	2.576923076923077	2.2681400131202514	807.3045902838312	19.26722023457211	13.101096841475401	15.258595132651724	12.328606258093464	7.2424930820044	8.321242227592561	5.111684701808341	6.357316920995149	3.181601354308148	3.8525924576342367	1.898677783142047	2.351874516127155	-1.89	477877.86493374105	20.422254118517316	9.164647634269185	5.063969644015104	159.62400781360648	15.529843393687742	18.528069193307115	11.63444168209179	0.0	5.907179729351506	0.0	9.632125767808455	18.65134174114566	0.0	0.0	0.0	52.9227059693761	3.5701822710653963	23.545106005577036	33.01642570051433	39.87282290578669	0.0	5.480096598121202	0.0	6.103966387748303	18.530552533032168	56.91713162820813	0.0	0.0	10.796885202127534	24.54601769239158	0.0	22.590870627068057	35.43796483580706	4.8375885837366335	21.021844794203083	10.357988675768818	30.33183534230805	0.0	0.0	0.0	90.82000000000001	48.36395884394689	17.96578232709628	0.0	11.250837766380558	3.5701822710653963	12.13273413692322	12.13273413692322	6.06636706846161	28.070967225189257	10.154377187742964	10.213054789681411	42.29665510134873	1.8851901147041397	16.812506677204603	20.160683488320167	0.8524361677917778	-4.269184273852381	5.771409171981536	-1.2233919182563937	-0.9996378625755142	0.0	0.1875	26	4	6	0	0	0	2	0	2	5	4	10	7	0	0	0	2	2.4667000000000003	95.26850000000002	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SN-38	13.224197583354329	-1.8320326769941224	13.224197583354329	0.11033686474793969	0.5079598280970853	392.41100000000023	372.25100000000015	392.1372217399999	148	0	0.3426763382231193	-0.5079413734197455	0.5079413734197455	0.3426763382231193	1.206896551724138	2.0	2.7241379310344827	1.8378360528605546	1276.6583729672354	20.49927104214099	16.151427454896115	16.151427454896115	13.884395805755094	9.70272738845572	9.70272738845572	7.575586562035366	7.575586562035366	6.1428425788785725	6.1428425788785725	4.5535672501959485	4.5535672501959485	-3.19	5499159.584233543	17.87794434752313	5.903749744219742	2.2460754530401563	165.75236084788537	19.517017391272816	12.356393797796823	5.601050810983688	0.0	5.559266895052007	5.969305287951849	4.794537184071822	9.77851570501903	0.0	0.0	13.847474399381248	42.67056301139546	16.513127197858786	29.012764604922754	19.744454927553285	16.872230220032904	0.0	9.551078168738563	0.0	45.44180682664245	0.0	56.87307831975825	0.0	17.137367822980828	5.559266895052007	0.0	5.749511833283905	0.0	25.733438246371826	34.704910942207064	0.0	42.52210198909523	29.060005457918262	0.0	22.29078092177798	0.0	101.65000000000002	11.570356098935537	19.802129157825057	0.0	24.33648231577484	35.4803370019295	22.02982791547505	0.0	35.756305121328424	6.923737199690624	0.0	9.720841474747257	6.732585004948821	0.0	30.238678980974807	21.711087674311518	2.4665645242320493	-0.562938219288327	6.7466929647649785	0.8263631911735715	3.924299212215913	0.0	0.3181818181818182	29	2	7	0	2	2	1	2	3	7	2	7	2	0	0	0	5	2.3476	105.56760000000003	0	1	0	0	0	2	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SORAFENIB	12.93887738071883	-4.641864625107676	12.93887738071883	0.06593892325417716	0.4613395020059931	464.83100000000013	448.70300000000015	464.086302712	166	0	0.41741842768680637	-0.45723690229449804	0.45723690229449804	0.41741842768680637	0.9375	1.59375	2.25	1.6244376001208218	1137.8789445127009	23.30275414050484	16.457319050824715	17.21324799684317	15.151216908830305	9.062991028319596	9.440955501328824	6.353856509713334	6.76105663645394	4.068618814162424	4.398207035202469	2.5829877408339534	2.807679149370679	-3.7899999999999987	9882757.490846459	22.885411148770917	9.563603314484585	5.883370444382855	185.11105638623687	20.68722876581904	17.19295166141627	0.0	0.0	5.907179729351506	12.207413029781547	9.77851570501903	4.794537184071822	13.171245143024459	0.0	11.600939890232516	48.53093654769288	30.685655172119	10.586084805438322	27.497182464968155	34.914006681289216	0.0	10.30076712495354	0.0	6.176298517443475	17.68124919068985	77.07415998805435	0.0	11.49902366656781	20.68722876581904	29.340554876463408	11.49902366656781	11.600939890232516	23.969944745313974	6.176298517443475	0.0	16.051916670617278	60.794147187767564	5.022633313741326	0.0	0.0	92.35000000000001	22.793497835219867	22.760319511168106	0.0	17.288493998883528	17.186409941251373	12.13273413692322	25.377249691213486	30.33183534230805	0.0	20.9343443329662	16.337802844032566	44.47480425652903	5.5680146154364545	27.704457020430112	6.826069682816981	-0.5468369560238577	0.460043132229927	11.597059144995194	-3.210188320537026	0.0	1.4876885352342903	0.09523809523809523	32	3	7	0	0	0	2	1	3	4	3	11	5	0	0	0	3	5.549700000000003	113.2386	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	1	3	0	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUNITINIB	13.650463200837027	-0.40388206564662066	13.650463200837027	0.14317205740320782	0.6263032743124629	398.48200000000014	371.26600000000013	398.211804324	154	0	0.25594410511526855	-0.358205853309144	0.358205853309144	0.25594410511526855	1.2413793103448276	1.9655172413793103	2.6551724137931036	1.8335121708816986	973.43215139086	21.12902755413791	17.279502850941604	17.279502850941604	13.849774308148643	9.87906491888757	9.87906491888757	7.14850127200415	7.14850127200415	5.36453933215763	5.36453933215763	3.6627787809498717	3.6627787809498717	-2.929999999999999	3245583.0996731743	20.79528485900116	8.611069784767098	4.244127387772851	169.72966657405433	20.517465459810346	5.817220841045895	0.0	0.0	11.814359458703011	0.0	9.589074368143644	4.39041504767482	0.0	0.0	13.847474399381248	56.775560015122096	35.72820656790263	11.136556021766264	13.979489415818463	29.15087037028972	0.0	15.200676855804016	0.0	27.694948798762496	31.49581422765663	52.09453251121863	0.0	0.0	10.633577208012662	10.077801322358383	0.0	0.0	47.877273334151006	4.794537184071822	19.664695240427143	46.72022204824098	18.19910120538483	0.0	11.64912463690315	0.0	77.23	5.817220841045895	13.979489415818463	0.0	11.814359458703011	34.626078188907854	30.89164870428318	12.13273413692322	12.142387175295491	13.847474399381248	34.364939859191594	0.0	13.650463200837027	0.0	30.47464616021191	5.70478149684159	4.204299098794467	-0.8364270658224617	4.197185704241461	1.6762110260770975	11.095507045485572	0.0	0.36363636363636365	29	3	6	0	1	1	1	1	2	3	3	7	7	0	0	0	3	3.3349400000000013	113.28860000000003	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEMOZOLOMIDE	11.395483749055177	-0.740691609977324	11.395483749055177	0.05999999999999961	0.5601191738811692	194.154	188.10599999999997	194.055223432	72	0	0.35219496446941617	-0.36413474951825103	0.36413474951825103	0.35219496446941617	1.5714285714285714	2.2857142857142856	2.9285714285714284	2.906324847582418	567.1956839082804	10.292528739883947	7.207265096806768	7.207265096806768	6.6090609052806215	3.6785687888028513	3.6785687888028513	2.6466598556297707	2.6466598556297707	1.732210742462034	1.732210742462034	1.0549410543617221	1.0549410543617221	-2.2500000000000004	2040.690705784967	8.352845059592465	2.6198926454093896	0.969381543705868	76.96785318779364	5.733667477162185	6.3273200747645415	11.341105215616189	0.0	5.907179729351506	5.689743398203474	4.794537184071822	14.179210311280823	4.681802935145185	5.098681808301038	5.213385095654868	0.0	7.04767198267719	0.0	4.794537184071822	11.554356950119233	0.0	24.378542966310093	12.781339459839375	0.0	0.0	22.505528651888298	0.0	0.0	11.423410875365658	0.0	0.0	0.0	30.285722695661597	7.04767198267719	0.0	10.488465178920283	11.121857258836364	0.0	5.647177220767728	0.0	108.17000000000002	11.59692312755498	9.589074368143644	0.0	11.341105215616189	0.0	9.082497541406978	13.37499205744173	0.0	0.0	15.296045424903113	5.733667477162185	2.131494708994709	0.0	25.90685326908541	7.143055555555556	4.595841836734695	-0.740691609977324	0.0	1.1869444444444444	0.0	1.443168461829176	0.16666666666666666	14	2	8	0	0	0	0	2	2	7	1	8	1	0	0	0	2	-2.078099999999999	44.5409	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TOPOTECAN	13.230322622136292	-1.8406696762599535	13.230322622136292	0.10407248276240422	0.4865420212105028	421.4530000000002	398.2690000000002	421.163770836	160	0	0.3426763382231084	-0.5075981774496873	0.5075981774496873	0.3426763382231084	1.2580645161290323	2.032258064516129	2.7419354838709675	1.7487721103238782	1327.262093253442	22.076621311330612	17.598641050396072	17.598641050396072	14.740237853411664	10.206275564285928	10.206275564285928	8.466876053848996	8.466876053848996	6.25254668624455	6.25254668624455	4.582035556834457	4.582035556834457	-3.2299999999999995	12269942.157708623	19.71687996398413	6.633166188512516	2.715664946185649	177.87713663248533	24.41692712212329	12.356393797796823	5.601050810983688	0.0	5.559266895052008	5.969305287951849	4.794537184071822	9.77851570501903	0.0	0.0	6.923737199690624	44.781633862126824	28.621335095468357	29.012764604922754	19.744454927553285	16.872230220032904	0.0	14.450987899589041	0.0	38.64200440993839	14.09534396535438	56.87307831975825	0.0	17.137367822980828	5.559266895052008	0.0	5.749511833283905	0.0	44.72869194257668	34.82884572519363	0.0	35.59836478940461	29.060005457918262	0.0	22.29078092177798	0.0	104.89	11.570356098935537	19.802129157825057	0.0	24.33648231577484	41.120972502532325	16.513127197858786	0.0	29.689938052866808	25.06162076466647	0.0	9.720841474747257	6.71434572605915	0.0	32.276591198126745	22.179838863482907	2.0297591136750617	-0.5323085655346438	7.047719155735704	0.10407248276240422	2.4076915158264707	3.8556238431995316	0.34782608695652173	31	2	8	0	2	2	1	2	3	8	2	8	3	0	0	0	5	1.8468000000000002	113.58060000000002	0	1	0	0	0	2	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
VINBLASTINE	15.321994065804109	-2.301098412712735	15.321994065804109	0.09862269637678267	0.179801053533736	810.9889999999998	752.5249999999999	810.420379436	316	0	0.3436112263225902	-0.4963433590476223	0.4963433590476223	0.3436112263225902	0.9491525423728814	1.7118644067796611	2.406779661016949	1.3637618830141263	2257.0913930587544	41.862867593890385	35.30018383407435	35.30018383407435	28.220714523448365	21.213077288186387	21.213077288186387	18.203947641353682	18.203947641353682	15.598755531983985	15.598755531983985	13.506090863494189	13.506090863494189	-4.43	16547476727054.902	40.00045547656914	13.801606719760814	5.196998741043846	345.13959571880326	39.0443948566793	11.164502302680685	6.103966387748303	5.601050810983688	0.0	17.90791586385555	19.388893829844598	4.794537184071822	0.0	0.0	44.19861581843384	74.24722930994723	90.93631433573132	32.97228426396425	43.544118157097074	34.49822707062016	0.0	14.783797982648164	11.332896515558172	99.51587194343308	66.00075636692314	70.93452509437687	0.0	5.749511833283905	9.636772684650527	5.687386274683562	5.749511833283905	0.0	133.39536494026942	45.84500297533518	11.332896515558172	75.25960218364138	48.55024262443742	0.0	10.902924932081056	0.0	154.10000000000002	57.50079611090952	19.802129157825053	4.794537184071822	11.959746875309353	82.56167509209985	33.41114218500707	21.14333228224569	7.109797541277533	50.06052438675535	39.068572333239146	18.947451815200196	23.936517771858266	0.0	53.16144392035004	26.330912398105045	-1.6246730221447003	-1.5628213619726945	10.952784243529363	5.944736805409448	8.6246074393296	6.153158472202293	0.5869565217391305	59	3	13	1	5	6	2	1	3	12	3	13	7	1	2	3	9	3.9909000000000034	220.4282999999993	0	2	0	0	0	1	1	0	0	0	3	3	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	6	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
